Artist,Album,Track,DateTime,Date,Time,Acousticness,Danceability,Energy,Tempo,Valence,Loudness,Instrumentalness,Speechiness
XG,SHOOTING STAR,SHOOTING STAR,2-21-2023 20:32:00,2-21-2023,20:32:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-21-2023 20:27:00,2-21-2023,20:27:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-21-2023 20:25:00,2-21-2023,20:25:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-21-2023 20:22:00,2-21-2023,20:22:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-21-2023 20:18:00,2-21-2023,20:18:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-21-2023 20:15:00,2-21-2023,20:15:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
NCT 127,2 Baddies - The 4th Album,Time Lapse,2-21-2023 20:09:00,2-21-2023,20:09:00,0.0589,0.484,0.9,84.901,0.462,-3.567,0,0.209
MONSTA X,SHAPE OF LOVE,LOVE,2-21-2023 19:53:00,2-21-2023,19:53:00,0.0785,0.451,0.867,89.108,0.511,-3.316,0,0.459
MONSTA X,SHAPE OF LOVE,LOVE,2-21-2023 19:49:00,2-21-2023,19:49:00,0.0785,0.451,0.867,89.108,0.511,-3.316,0,0.459
BTS,The Most Beautiful Moment in Life: Young Forever,Save ME,2-21-2023 19:45:00,2-21-2023,19:45:00,0.0269,0.613,0.822,139.936,0.54,-3.48,0,0.062
Brick & Lace,Bratz Motion Picture Soundtrack,Love Is Wicked - Bratz Album Version,2-21-2023 19:41:00,2-21-2023,19:41:00,0.00711,0.81,0.879,100.082,0.454,-3.405,1.35E-06,0.0588
Lady Gaga,Joanne (Deluxe),Million Reasons,2-21-2023 19:38:00,2-21-2023,19:38:00,0.494,0.666,0.423,129.893,0.154,-8.012,0,0.0429
Seventeen,Seventeen 4th Album Repackage SECTOR 17,CHEERS,2-21-2023 19:35:00,2-21-2023,19:35:00,0.306,0.74,0.848,159.991,0.881,-4.697,0,0.097
Phantogram,Into Happiness,Into Happiness,2-21-2023 19:31:00,2-21-2023,19:31:00,0.00287,0.173,0.793,143.396,0.13,-4.354,0.000258,0.0444
Flo Milli,Ho why is you here ?,In The Party,2-21-2023 19:26:00,2-21-2023,19:26:00,0.0096,0.919,0.609,134.992,0.418,-5.059,0,0.262
Natasha Bedingfield,Unwritten,Unwritten,2-21-2023 19:26:00,2-21-2023,19:26:00,0.00584,0.706,0.8,100.011,0.629,-6.333,0,0.0399
Flo Milli,Ho why is you here ?,In The Party,2-21-2023 19:24:00,2-21-2023,19:24:00,0.0096,0.919,0.609,134.992,0.418,-5.059,0,0.262
London On Da Track,No Flag (feat. Nicki Minaj 21 Savage & Offset),No Flag (feat. Nicki Minaj 21 Savage & Offset),2-21-2023 19:21:00,2-21-2023,19:21:00,0.0856,0.809,0.58,157.961,0.146,-7.253,0,0.348
BTS,MAP OF THE SOUL : 7,Black Swan,2-21-2023 19:13:00,2-21-2023,19:13:00,0.137,0.719,0.757,147.024,0.489,-5.167,0,0.0849
DEAN,Im Not Sorry,Im Not Sorry,2-21-2023 19:10:00,2-21-2023,19:10:00,0.000727,0.577,0.751,129.014,0.506,-4.352,0,0.0356
Astro,BLUE FLAME,Blue Flame,2-21-2023 19:06:00,2-21-2023,19:06:00,0.164,0.598,0.904,172.989,0.808,-3.035,0,0.144
Britney Spears,Femme Fatale (Deluxe Version),Till the World Ends,2-21-2023 19:02:00,2-21-2023,19:02:00,0.0228,0.693,0.705,131.951,0.45,-5.747,0,0.0665
BLACKPINK,BORN PINK,Tally,2-21-2023 18:59:00,2-21-2023,18:59:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
Adanna Duru,POP!,POP!,2-21-2023 18:55:00,2-21-2023,18:55:00,0.0411,0.895,0.491,107.038,0.428,-7.893,0.0117,0.14
Michael Medrano,Do Your Thing Babe!,Do Your Thing!,2-21-2023 18:52:00,2-21-2023,18:52:00,0.0308,0.804,0.642,112.013,0.794,-6.449,0,0.0819
Michael Medrano,Do Your Thing Babe!,Do Your Thing Babe!,2-21-2023 18:48:00,2-21-2023,18:48:00,0.0308,0.804,0.642,112.013,0.794,-6.449,0,0.0819
Gia Ford,POSTER BOY,TURBO DREAMS,2-21-2023 18:46:00,2-21-2023,18:46:00,0.311,0.726,0.618,87.971,0.711,-5.889,0,0.0781
TALIA GODDESS,Poster Girl,Poster Girl,2-21-2023 18:44:00,2-21-2023,18:44:00,0.0821,0.823,0.362,124.947,0.684,-7.647,0.0413,0.0708
MiMi,21st Night,21st Night,2-21-2023 18:42:00,2-21-2023,18:42:00,0.58,0.609,0.598,90.086,0.673,-8.62,0.167,0.0547
Dove Cameron,Breakfast,Breakfast,2-21-2023 18:40:00,2-21-2023,18:40:00,0.0579,0.64,0.553,81.992,0.486,-6.42,0,0.0411
rosie ugly,bad dog,bad dog,2-21-2023 18:38:00,2-21-2023,18:38:00,0.0476,0.654,0.617,93.982,0.592,-10.702,0.000155,0.0433
The Cast of Drag Race Philippines,Pop Off Ate (Flexbomb Girls Version),Pop Off Ate - Flexbomb Girls Version,2-21-2023 18:34:00,2-21-2023,18:34:00,0.00548,0.656,0.836,159.941,0.664,-4.12,5.31E-05,0.233
Sofia Kay,Seoul,Seoul,2-21-2023 18:32:00,2-21-2023,18:32:00,0.393,0.691,0.688,105.978,0.595,-6.455,0,0.037
Zilo,Gorgeous,Into The Sun,2-21-2023 18:29:00,2-21-2023,18:29:00,0.23,0.484,0.69,90.892,0.7,-7.314,0,0.11
Ariana Grande,Positions,nasty,2-21-2023 18:27:00,2-21-2023,18:27:00,0.0814,0.772,0.506,127.894,0.456,-6.558,1.10E-05,0.139
Nicki Minaj,Queen,Majesty (with Labrinth & feat. Eminem),2-21-2023 18:22:00,2-21-2023,18:22:00,0.314,0.81,0.73,157.004,0.568,-5.209,0,0.223
Beyoncé,BDay,Irreplaceable,2-21-2023 18:19:00,2-21-2023,18:19:00,0.0293,0.447,0.694,175.868,0.509,-4.637,5.46E-06,0.382
Seventeen,SEVENTEEN 1st Mini Album 17 CARAT,Shining Diamond,2-21-2023 18:15:00,2-21-2023,18:15:00,0.0879,0.713,0.85,107.988,0.711,-4.187,0,0.0358
CIX,HELLO Chapter 1: Hello Stranger,What You Wanted,2-21-2023 18:12:00,2-21-2023,18:12:00,0.044,0.709,0.77,145.921,0.586,-2.972,0,0.0668
tobi lou,Notice Me,Notice Me,2-21-2023 18:09:00,2-21-2023,18:09:00,0.893,0.373,0.437,86.779,0.556,-11.329,1.01E-06,0.0367
Michael Giacchino,Ratatouille (Original Motion Picture Soundtrack),Ratatouille Main Theme,2-21-2023 18:07:00,2-21-2023,18:07:00,0.929,0.14,0.119,73.347,0.075,-13.628,0.935,0.0375
Weezer,OK Human,Playing My Piano,2-21-2023 18:05:00,2-21-2023,18:05:00,0.369,0.311,0.442,138.622,0.281,-9.325,8.31E-05,0.0334
Shin Giwon Piano,Kpop Piano #5,WANNABE - Piano Arrangement,2-21-2023 18:01:00,2-21-2023,18:01:00,0.984,0.719,0.303,121.936,0.473,-18.299,0.926,0.0604
Samm Henshaw,All Good,All Good,2-21-2023 17:59:00,2-21-2023,17:59:00,0.154,0.6,0.83,79.836,0.941,-2.789,0,0.311
Smyang Piano,Piano Collection Vol. 4,Airplane pt. 2,2-21-2023 17:56:00,2-21-2023,17:56:00,0.992,0.347,0.114,139.646,0.103,-24.026,0.955,0.0437
uju,Sunday Seoul Ep.1,불을 밝혀줘 Give Me The Light,2-21-2023 17:53:00,2-21-2023,17:53:00,0.184,0.581,0.83,99.91,0.795,-3.975,0.0233,0.0438
Mike Dimes,IN DIMES WE TRUST,PAPARAZZI,2-21-2023 17:50:00,2-21-2023,17:50:00,0.124,0.841,0.556,75.005,0.513,-5.028,0.00345,0.191
Tems,Found (feat. Brent Faiyaz),Found (feat. Brent Faiyaz),2-21-2023 17:47:00,2-21-2023,17:47:00,0.625,0.821,0.412,109.977,0.333,-7.795,1.64E-05,0.0341
Taylor Davis,Game On: 2 Player Mode,Fairy Tail Theme,2-21-2023 17:44:00,2-21-2023,17:44:00,0.931,0.289,0.36,119.899,0.366,-13.008,0.88,0.0391
Marina,LOVE + FEAR,To Be Human,2-21-2023 17:40:00,2-21-2023,17:40:00,0.564,0.671,0.446,96.022,0.274,-4.727,0,0.0241
Portugal. The Man,Woodstock,Feel It Still,2-21-2023 17:37:00,2-21-2023,17:37:00,0.0417,0.801,0.795,79.028,0.754,-5.115,0.000113,0.0504
twenty one pilots,Cancer,Cancer,2-21-2023 17:33:00,2-21-2023,17:33:00,0.281,0.652,0.295,75.065,0.196,-11.045,1.03E-05,0.0477
Candace,Phineas and Ferb,Busted,2-21-2023 17:32:00,2-21-2023,17:32:00,0.235,0.604,0.813,203.989,0.895,-4.546,0,0.364
A.C.E,HJZM : The Butterfly Phantasy,Goblin (Favorite Boys),2-21-2023 17:28:00,2-21-2023,17:28:00,0.0162,0.351,0.881,202.248,0.665,-3.66,0,0.265
The Killers,Hot Fuss,Smile Like You Mean It,2-21-2023 17:28:00,2-21-2023,17:28:00,0.000461,0.346,0.965,125.043,0.384,-4.255,0.012,0.146
A.C.E,HJZM : The Butterfly Phantasy,Goblin (Favorite Boys),2-21-2023 17:24:00,2-21-2023,17:24:00,0.0162,0.351,0.881,202.248,0.665,-3.66,0,0.265
Ziv Zaifman,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,2-21-2023 17:20:00,2-21-2023,17:20:00,0.243,0.265,0.312,54.747,0.0998,-11.689,0,0.0569
Kehlani,Suicide Squad: The Album,Gangsta,2-21-2023 17:17:00,2-21-2023,17:17:00,0.111,0.439,0.447,121.48,0.11,-8.318,0,0.0436
Jon Cozart,YouTube Culture,YouTube Culture,2-21-2023 17:14:00,2-21-2023,17:14:00,0.834,0.697,0.444,83.141,0.926,-7.15,0,0.178
Hozier,Wasteland Baby!,Movement,2-21-2023 17:10:00,2-21-2023,17:10:00,0.16,0.381,0.502,144.3,0.147,-5.505,6.98E-05,0.0368
twenty one pilots,Blurryface,Doubt,2-21-2023 17:07:00,2-21-2023,17:07:00,0.121,0.719,0.645,123.02,0.69,-6.141,0.00316,0.0358
Lorde,Pure Heroine,Tennis Court,2-21-2023 17:04:00,2-21-2023,17:04:00,0.0126,0.764,0.567,89.988,0.428,-8.585,9.51E-05,0.0609
CHUNG HA,QUERENCIA,Dream of You (with R3HAB),2-21-2023 16:47:00,2-21-2023,16:47:00,0.0347,0.659,0.738,117.081,0.615,-3.894,2.26E-06,0.0659
Nicki Minaj,Pink Friday (Deluxe),Moment 4 Life,2-21-2023 16:41:00,2-21-2023,16:41:00,0.406,0.475,0.882,98.001,0.369,-3.883,0,0.351
BLACKPINK,BORN PINK,Tally,2-21-2023 16:38:00,2-21-2023,16:38:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
Still Woozy,If This Isnt Nice I Dont Know What Is,Window,2-21-2023 16:35:00,2-21-2023,16:35:00,0.423,0.714,0.479,91.01,0.625,-9.381,1.61E-05,0.188
Ariana Grande,Positions,six thirty,2-21-2023 6:37:00,2-21-2023,6:37:00,0.67,0.739,0.516,120.109,0.434,-7.154,0,0.0539
IISO,Signs,Signs,2-21-2023 5:29:00,2-21-2023,5:29:00,0.198,0.649,0.76,160.016,0.608,-5.178,0.0157,0.0389
Shy Smith,Soaked,Soaked,2-21-2023 5:24:00,2-21-2023,5:24:00,0.0521,0.899,0.668,109.007,0.835,-7.49,0,0.0824
Lyldoll,1993,New Love,2-21-2023 5:17:00,2-21-2023,5:17:00,0.0847,0.612,0.47,120.727,0.384,-13.392,7.93E-05,0.423
88rising,The Weekend (MILLI Remix),The Weekend - MILLI Remix,2-21-2023 5:14:00,2-21-2023,5:14:00,0.111,0.797,0.543,101.498,0.879,-5.654,0,0.0301
Goopy,Teenage,Teenage,2-21-2023 5:11:00,2-21-2023,5:11:00,0.0873,0.67,0.842,150.031,0.86,-4.728,0,0.085
Flo Milli,You still here Ho ?,Bed Time,2-21-2023 5:09:00,2-21-2023,5:09:00,0.163,0.882,0.858,109.952,0.311,-4.132,5.33E-05,0.111
Bibi,LISTEN 035 Restless,Restless,2-21-2023 4:00:00,2-21-2023,4:00:00,0.382,0.575,0.607,89.985,0.298,-6.897,0.000112,0.0274
Cassie,R&B Instrumental (Instrumental Version),Long Way 2 Go - Instrumental,2-21-2023 3:55:00,2-21-2023,3:55:00,0.0174,0.668,0.519,105.022,0.51,-8.358,0.838,0.045
Cassie,R&B Instrumental (Instrumental Version),Long Way 2 Go - Instrumental,2-21-2023 2:46:00,2-21-2023,2:46:00,0.0174,0.668,0.519,105.022,0.51,-8.358,0.838,0.045
BLACKPINK,BORN PINK,Tally,2-21-2023 2:42:00,2-21-2023,2:42:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
Adrianne Lenker,Hours Were The Birds,A Love of Some Kind,2-21-2023 1:18:00,2-21-2023,1:18:00,0.845,0.708,0.208,97.575,0.429,-13.008,0.000528,0.0375
Boa,BETTER - The 10th Album,Better,2-20-2023 21:55:00,2-20-2023,21:55:00,0.178,0.587,0.801,92.008,0.705,-4.22E+00,0,0.229
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 21:52:00,2-20-2023,21:52:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
TWICE,MOONLIGHT SUNRISE,MOONLIGHT SUNRISE,2-20-2023 21:50:00,2-20-2023,21:50:00,0.392,0.749,0.781,125.09,0.606,-3.265,2.12E-06,0.0578
MONSTA X,SHAPE OF LOVE,LOVE,2-20-2023 21:45:00,2-20-2023,21:45:00,0.0785,0.451,0.867,89.108,0.511,-3.316,0,0.459
Jakey,ROMCOM,Pine Barrens,2-20-2023 21:37:00,2-20-2023,21:37:00,0.605,0.59,0.569,93.842,0.53,-8.835,0,0.0637
IVE,After LIKE,After LIKE,2-20-2023 21:33:00,2-20-2023,21:33:00,0.103,0.68,0.922,125.014,0.799,-1.215,0,0.121
BTS,Proof,Run BTS,2-20-2023 21:20:00,2-20-2023,21:20:00,0.0201,0.724,0.818,77.004,0.696,-3.747,0,0.168
Clairo,Sling,Amoeba,2-20-2023 21:16:00,2-20-2023,21:16:00,0.791,0.739,0.491,111.008,0.707,-11.515,0.0366,0.027
BLACKPINK,BORN PINK,Tally,2-20-2023 21:12:00,2-20-2023,21:12:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
Juice WRLD,Goodbye & Good Riddance,Lucid Dreams,2-20-2023 21:08:00,2-20-2023,21:08:00,0.349,0.511,0.566,83.903,0.218,-7.23,0,0.2
Red Velvet,The ReVe Festival Finale,Love Is The Way,2-20-2023 21:05:00,2-20-2023,21:05:00,0.0359,0.831,0.633,119.931,0.921,-4.568,3.35E-05,0.0498
Joji,Run,Run,2-20-2023 20:57:00,2-20-2023,20:57:00,0.0427,0.448,0.72,157.919,0.361,-3.954,0.000292,0.0332
Mark Ronson,Version,Valerie (Feat. Amy Winehouse) - Version Revisited,2-20-2023 19:47:00,2-20-2023,19:47:00,0.00243,0.699,0.83,105.809,0.889,-4.898,0.00024,0.0633
Sir Chloe,Party Favors,Too Close,2-20-2023 19:44:00,2-20-2023,19:44:00,0.167,0.42,0.558,165.987,0.538,-5.728,0,0.0509
Girls Generation,Mr. Mr. - The 4th Mini Album,Soul,2-20-2023 19:40:00,2-20-2023,19:40:00,0.149,0.725,0.958,115.013,0.457,-2.701,7.30E-06,0.0585
Beyoncé,RENAISSANCE,AMERICA HAS A PROBLEM,2-20-2023 19:37:00,2-20-2023,19:37:00,0.00348,0.789,0.614,126.035,0.108,-6.491,0.00152,0.0579
ITZY,CHESHIRE,Cheshire,2-20-2023 19:34:00,2-20-2023,19:34:00,0.332,0.79,0.838,98.966,0.738,-3.183,7.07E-06,0.0501
Beyoncé,RENAISSANCE,AMERICA HAS A PROBLEM,2-20-2023 19:30:00,2-20-2023,19:30:00,0.00348,0.789,0.614,126.035,0.108,-6.491,0.00152,0.0579
BLACKPINK,BORN PINK,Tally,2-20-2023 9:24:00,2-20-2023,9:24:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 9:21:00,2-20-2023,9:21:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 9:18:00,2-20-2023,9:18:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 9:15:00,2-20-2023,9:15:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 9:12:00,2-20-2023,9:12:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 9:09:00,2-20-2023,9:09:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 9:06:00,2-20-2023,9:06:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 9:03:00,2-20-2023,9:03:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 9:00:00,2-20-2023,9:00:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:57:00,2-20-2023,8:57:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:54:00,2-20-2023,8:54:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:51:00,2-20-2023,8:51:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:48:00,2-20-2023,8:48:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:45:00,2-20-2023,8:45:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:42:00,2-20-2023,8:42:00,7.77E-03,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:39:00,2-20-2023,8:39:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:36:00,2-20-2023,8:36:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:33:00,2-20-2023,8:33:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:30:00,2-20-2023,8:30:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
BLACKPINK,BORN PINK,Tally,2-20-2023 8:27:00,2-20-2023,8:27:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
Beyoncé,BEYONCÉ [Platinum Edition],Drunk in Love Remix (feat. Jay-Z & Kanye West),2-20-2023 8:11:00,2-20-2023,8:11:00,0.16,0.508,0.763,139.653,0.476,-3.58,0,0.0516
BLACKPINK,BORN PINK,Tally,2-20-2023 8:11:00,2-20-2023,8:11:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
Beyoncé,HOMECOMING: THE LIVE ALBUM,Party - Homecoming Live,2-20-2023 7:38:00,2-20-2023,7:38:00,0.0138,0.581,0.618,149.832,0.384,-11.11,0.147,0.339
Beyoncé,HOMECOMING: THE LIVE ALBUM,Bow Down - Homecoming Live,2-20-2023 7:36:00,2-20-2023,7:36:00,0.0332,0.395,0.866,141.577,0.377,-7.544,0,0.128
Beyoncé,HOMECOMING: THE LIVE ALBUM,Drunk in Love - Homecoming Live,2-20-2023 7:31:00,2-20-2023,7:31:00,0.0197,0.325,0.836,141.306,0.571,-8.933,8.22E-06,0.283
Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,goodbye,2-20-2023 7:29:00,2-20-2023,7:29:00,0.837,0.153,0.138,74.318,0.0503,-21.877,0.55,0.0503
Splice Records,Swang (Speed Up) (Remix),Swang (Speed Up) - Remix,2-20-2023 7:23:00,2-20-2023,7:23:00,0.0702,0.563,0.52,182.98,0.515,-9.047,0.000123,0.097
JID,Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),2-20-2023 7:20:00,2-20-2023,7:20:00,0.173,0.575,0.56,75.956,0.471,-7.302,0,0.478
BLACKPINK,BORN PINK,Tally,2-20-2023 6:49:00,2-20-2023,6:49:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
League of Legends,Legends Never Die (feat. Against The Current),Legends Never Die,2-20-2023 5:15:00,2-20-2023,5:15:00,0.00786,0.498,0.598,140.078,0.0573,-6.638,0,0.0377
Rihanna,ANTI,Work,2-20-2023 5:11:00,2-20-2023,5:11:00,0.0752,0.725,0.534,91.974,0.558,-6.238,0,0.0946
Jakey,Saintlike,Saintlike,2-20-2023 5:11:00,2-20-2023,5:11:00,0.563,0.515,0.605,76.318,0.354,-7.667,0,0.0709
Jakey,Saintlike,Saintlike,2-20-2023 5:07:00,2-20-2023,5:07:00,0.563,0.515,0.605,76.318,0.354,-7.667,0,0.0709
Drake Bell,Drake & Josh: Songs From & Inspired By The Hit TV Series,I Found a Way,2-20-2023 5:04:00,2-20-2023,5:04:00,0.0056,0.531,0.766,130.048,0.532,-7.692,0,0.0582
Adele,25,When We Were Young,2-20-2023 4:48:00,2-20-2023,4:48:00,0.303,0.376,0.595,144.361,0.265,-5.936,0,0.0496
love-sadKiD,Love Sadkid,Carpet Ride,2-20-2023 4:22:00,2-20-2023,4:22:00,0.64,0.617,0.684,84.888,0.723,-6.439,0,0.328
blackbear,digital druglord,if i could i would feel nothing,2-20-2023 4:18:00,2-20-2023,4:18:00,0.298,0.632,0.525,119.521,0.923,-5.791,0,0.141
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:34:00,2-20-2023,3:34:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:31:00,2-20-2023,3:31:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:27:00,2-20-2023,3:27:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:24:00,2-20-2023,3:24:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:21:00,2-20-2023,3:21:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:18:00,2-20-2023,3:18:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:15:00,2-20-2023,3:15:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:11:00,2-20-2023,3:11:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:08:00,2-20-2023,3:08:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:05:00,2-20-2023,3:05:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 3:02:00,2-20-2023,3:02:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:58:00,2-20-2023,2:58:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:55:00,2-20-2023,2:55:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:52:00,2-20-2023,2:52:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:49:00,2-20-2023,2:49:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:45:00,2-20-2023,2:45:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:42:00,2-20-2023,2:42:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:39:00,2-20-2023,2:39:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:36:00,2-20-2023,2:36:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:33:00,2-20-2023,2:33:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:29:00,2-20-2023,2:29:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:26:00,2-20-2023,2:26:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:23:00,2-20-2023,2:23:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:20:00,2-20-2023,2:20:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:16:00,2-20-2023,2:16:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:13:00,2-20-2023,2:13:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:10:00,2-20-2023,2:10:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:07:00,2-20-2023,2:07:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:04:00,2-20-2023,2:04:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 2:00:00,2-20-2023,2:00:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 1:57:00,2-20-2023,1:57:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
MAVE:,PANDORAS BOX,PANDORA,2-20-2023 1:54:00,2-20-2023,1:54:00,0.0204,0.644,0.945,149.986,0.759,-2.436,0.000133,0.123
